8528,313158,4629,691898
9526,971878,-4311,350149
2403,782612,2642,744923
1200,209133,-3413,452199
2621,91909,4938,390825
8773,451628,-2495,692735
7659,287468,-1936,728251
8052,337487,-39,632104
4376,231082,-2716,333282
7460,731318,1845,444110
5556,534112,-484,434459
2837,728701,1113,259261
5021,593449,-1245,309968
179,115826,-2014,679842
4785,234234,3234,604458
3249,545417,2759,433915
3211,867527,-2350,451730
8828,977418,-4361,413245
1872,85912,-2261,650773
337,52957,-4915,733825
3463,936941,1459,602333
4996,937515,-2291,296991
5929,867310,-4544,260062
2573,537850,4552,660316
4529,163838,2044,690520
6769,767990,-4802,695108
9689,758485,27,258835
4299,292966,871,475951
2960,48084,-4411,327372
8578,775784,-309,659474
7134,807143,4214,743873
9406,342641,-705,701273
7675,468512,4188,292222
1406,247766,1652,728238
3078,519859,3689,529298
6794,573187,-2251,647775
7192,538652,-4476,558498
6410,132918,-4486,637944
9112,174013,4751,557904
7465,175140,1453,632545
8967,917874,1956,701625
4806,212337,-492,583101
6786,51575,4629,352946
6515,680777,1493,718962
672,97229,-3728,580849
3148,159748,4202,677784
1045,657769,-465,648697
7223,930688,-807,391057
2968,716597,-3547,602591
2006,512407,394,738311
564,49818,-673,605537
7293,912701,4928,485177
4670,811606,1849,602587
1138,872992,2003,631951
1395,860871,-1600,568910
9422,356757,-377,506154
3827,118265,-1167,640141
5327,197709,4985,418370
4673,886137,-1455,389861
922,725943,-609,269818
935,94670,4097,529564
4110,252758,1052,692713
9437,242842,-2496,725312
4088,592374,-4011,438439
9563,328607,3455,641370
3888,583377,-3605,500280
699,395844,3078,529728
4802,480373,84,462890
6702,298045,-4641,610927
1769,114843,-1768,558044
1545,526083,135,423259
8040,425572,-2275,569424
5501,614497,4840,292661
2881,228566,2107,522338
8341,956900,3682,305860
8376,442405,3446,336060
5662,461847,-1166,382387
2706,275638,1741,358236
9803,930820,-3852,636332
4912,55033,-1937,413075
8324,399983,1058,389628
3877,766948,-3599,717838
6143,85061,-1703,689392
6198,414278,-1515,410982
6825,558071,-3852,411823
1769,316416,2593,362707
586,93611,-2799,705611
7285,445861,4128,523649
4090,512906,2280,338017
677,228526,2734,527249
7197,344137,2381,409646
4834,937020,3819,335583
636,421292,3574,438199
1278,545969,-4808,598913
1296,668680,2364,560947
5970,296405,2958,675654
3713,751472,-1829,428704
9316,271889,2918,718331
673,958713,-3424,705097
4065,899012,1072,708879
7384,395583,1134,372819
2692,905472,1531,653251
3887,393415,2734,368173
2571,723576,-4004,357413
7344,770387,1414,387060
8384,731207,290,465124
8200,126980,-541,627105
6420,87843,858,300449
2897,873288,1042,329571
4843,394776,3861,625220
2018,910595,-1014,548075
1735,680570,1584,391901
9084,373499,-234,451615
384,501378,3271,410343
2851,491510,4709,683142
7639,346445,-4473,521969
5438,834640,-406,565474
5516,678503,-2756,341393
367,809901,-2464,440115
9635,73682,-1541,593872
5048,838863,1136,338760
1199,576948,3626,316340
368,255885,3350,615388
9202,919607,3625,524754
46,301991,2456,678709
978,94785,-4809,257106
3399,467552,-914,699362
407,201467,-1376,658920
3816,496599,-2413,463874
3763,558890,-3163,694282
9308,649592,-2206,702159
9227,953325,-1675,371749
7143,439577,-3968,298707
3751,721929,3964,474172
3107,174343,2862,368852
6232,942149,2424,720379
2009,941411,3085,405570
6711,521970,-1539,546717
4324,247421,-1256,555375
9944,731580,-4538,498984
9709,370881,1511,315972
6840,925198,1371,403955
2389,792834,875,469690
1732,340663,-3989,622004
7631,830623,4211,668386
1492,149625,-1019,538092
2704,251172,-843,321575
3043,313807,-4692,557783
3529,793527,-1700,302158
5601,432314,-4957,475044
4256,578232,-2462,525250
6201,211255,-3068,356039
4479,33288,-2036,326255
3127,39351,2612,568103
9493,214652,4605,710365
8675,863090,-3927,680436
9723,680985,4236,272314
5622,990688,3197,495288
530,294557,-137,536590
8370,504555,2900,430193
4014,690714,-3001,670449
5785,834580,-710,646002
6412,324659,3457,486167
9678,733292,-605,289343
5509,512122,-3905,370856
2006,712806,230,376830
3400,404637,275,705398
6940,691515,-4692,477353
9786,887718,3928,716037
3767,228151,257,709281
8347,750526,-1777,678692
247,489318,2467,484254
7685,758087,2325,409298
5410,505646,3550,509320
2554,228209,1872,275075
5766,619792,-2125,407178
1694,987832,-4226,647184
7579,93703,3971,428478
3698,923418,-1822,368672
2023,907254,-4425,433209
3625,899167,-3373,552026
8508,789026,-3367,742963
3301,106500,3480,705956
1005,278987,-3883,264040
654,922541,226,483300
7861,737960,2137,489744
2081,809379,2750,524579
6870,699660,4701,254920
6767,369917,-878,743010
520,94450,3198,697888
4244,741553,2865,688725
4186,54548,4176,414211
5441,472495,-117,479584
5614,160727,4093,743489
4882,756423,3544,368507
7952,96965,-2121,354630
5993,83814,3104,446855
897,820157,489,380623
8479,293697,-2861,669096
4950,775889,-2929,472332
8772,323047,815,379780
5729,41242,2850,303681
9917,98926,4553,435673
4710,952855,3516,353069
7744,670464,-3805,270555
7198,829991,-563,391172
2218,891282,-3712,668589
4897,975405,4426,389209
5652,787944,3119,428557
2619,626476,-2756,413616
2082,624912,-1881,567774
3516,656866,-1589,347286
1162,254427,-3954,512921
7544,632205,2087,536847
5786,646043,-705,301811
2930,605674,-4776,265429
1239,152348,935,308645
3152,407382,-4355,372633
1520,317563,-3060,366337
4740,937552,1396,532694
8904,561304,258,707333
2520,731647,-4317,666029
8028,798621,-4569,592970
3801,214643,2672,682086
4965,995785,-2951,715961
4107,621809,2133,346177
6065,110380,-4874,625214
3647,641072,1637,309415
5741,815268,3034,721816
7135,231202,-1488,345660
8634,792177,2561,614558
9220,679972,328,316408
4152,258445,-3292,256076
6157,493989,1933,637102
4272,123886,-4297,648709
3152,720860,3035,347304
8528,478645,-1511,420744
6398,932625,408,324300
3665,605776,271,571725
6183,795255,1440,369280
664,365906,-1004,468649
184,607950,-3347,390759
2082,760258,2319,439996
7162,593942,-4758,491061
6431,329887,27,393394
2275,765854,1383,434991
6806,605439,2481,345100
1461,867502,-3640,354054
3503,555878,-1502,550603
5176,323103,-1750,523536
8121,470570,2034,286698
4974,53183,-4999,517601
7720,708994,-3207,343857
5605,517243,-2207,615615
2587,413231,-2408,406579
4217,200825,4573,379335
9966,639349,4063,632803
9274,729365,-146,282434
4585,458380,4528,335840
1234,467686,360,417415
5275,703898,-4495,606303
7757,823870,-973,570111
7406,727907,-4803,689974
670,358277,-4534,318580
8567,298561,-1109,547431
4978,551849,-3912,444597
4518,463851,-1599,704147
6779,291962,-276,500420
8446,21030,-4688,690740
9268,592764,2565,327565
8006,62266,-4257,513852
1695,175090,-3607,646351
3122,896500,-4298,574110
1107,304602,-4811,273137
8927,659516,-2391,295364
6142,553607,1281,620274
6699,402382,-1734,573075
2092,913113,-566,261946
7619,389018,-4431,280914
4402,717409,21,322139
7527,636839,-3808,315694
6834,297358,-2850,739622
1891,985408,80,646676
8652,905227,-313,646695
5011,712706,-2872,624130
1017,734624,-4360,578230
6909,463457,-3672,581938
9272,855246,-2216,591154
2724,409263,-4671,617819
9536,406570,-4858,325301
4532,882629,1612,627141
2583,492982,-3917,698950
8126,176903,-4013,480239
6628,296344,1611,314903
1722,688154,4846,524781
6867,878948,2879,558525
1790,871717,-4124,413741
6987,608284,-4276,705429
8187,593453,2684,340451
6266,843696,-4310,607538
8461,525035,-1113,748128
2302,946110,-4742,481345
3154,140515,-2342,309168
465,988007,678,325330
8633,448867,-2646,344754
766,372841,-548,417917
4187,397633,1066,630049
4022,443816,-2132,459075
149,712682,3030,739736
2518,428411,4027,371870
6013,112180,4740,354679
4878,958222,2168,505616
6539,207935,-2672,437501
7396,242401,265,542127
1742,778269,3819,269710
4415,486549,-2048,684069
3426,533180,4853,644144
9144,527281,1902,499515
9939,602460,-4388,381905
3267,769397,4211,697487
9404,767960,1815,553120
6850,500685,-4866,371589
7659,884801,3559,500831
3496,867888,-2297,421731
2316,652433,-398,290924
1071,659570,-863,312363
3714,237126,-2639,295572
1240,203332,396,540674
6992,443017,4196,492106
9849,606539,3571,603479
584,269633,568,679302
514,68891,1404,331896
5157,272879,-2681,383154
7468,631907,-1485,291553
9122,889255,156,548535
6048,643250,1124,316771
760,266646,-896,631905
1075,431602,1888,436971
3597,556936,-3348,387675
7008,367975,-2454,389418
2614,526130,-97,733076
4815,686290,-4478,600380
31,869343,1774,591433
6164,786958,-1591,570400
8832,685489,-4348,640595
7392,684743,3349,649384
997,736656,-3206,687277
9548,152115,23,534119
7870,662845,-1921,448627
3852,109619,3531,549629
6765,771042,78,287329
6597,549946,-1666,297169
811,723821,1763,448032
766,940581,228,646428
2211,55835,-3855,305753
4369,911920,-4674,250266
5744,132073,-2441,356273
2856,380583,1306,272156
3729,303172,2101,544364
9495,901136,-38,313952
4929,81827,-3084,518441
3,738580,-4076,489520
8572,24057,2705,328524
5132,252238,-2162,687334
969,307341,4414,719799
1343,759146,-4520,326004
4778,609786,-2109,582952
6381,601392,-610,736138
681,907148,-743,482517
2558,131821,-2283,397496
8770,785649,2509,310615
3060,43547,-56,406074
2832,143680,-332,454482
2200,871760,4488,282270
4011,999691,4276,350895
5274,27127,-1706,355810
42,98032,-245,725877
641,821400,2813,413677
4313,691232,-3907,403000
3548,381819,-3803,421748
595,473025,848,626030
6169,705091,3449,642619
9529,966279,834,269620
6042,199160,4637,645513
8460,735798,4588,660255
6751,956761,3943,251751
8565,938849,-2521,541456
2275,304344,-3093,633418
716,151595,3791,621845
9622,481230,2700,281237
5123,473159,3797,584322
8639,709646,-4923,600081
8987,622854,-3656,694805
732,218893,-163,746616
8626,901995,789,431344
8634,205432,-592,461363
4495,928134,4905,445237
8761,854486,-4663,362058
2837,284586,2351,488569
7550,358307,1844,351052
713,985397,3493,442773
5385,729896,3695,479128
7951,654639,4269,368099
1941,390169,-3827,485931
2789,273877,140,716318
8304,517498,2701,338893
6659,949630,4440,516172
2842,131068,-924,301490
5776,326310,2763,621342
9271,483980,3990,433231
548,518100,3380,652871
1964,559066,-208,339922
674,641505,-3674,308688
9766,229766,-3859,379252
4881,646890,2971,571460
4286,597086,-3451,514209
8576,466941,-4748,664411
7038,631874,2107,679747
2003,365506,-2006,265542
4183,544773,-4992,449714
9298,719669,-4192,553643
2397,404104,-4530,748325
7838,80321,-4443,556319
8555,436285,2002,628200
3013,474536,3128,672860
9125,238989,4818,518817
8987,564091,3519,298641
7335,655179,-147,280765
9441,611985,-4103,708987
4771,59552,3646,478257
962,619481,-927,474209
4499,619263,4703,698540
3855,369185,-1255,573717
6925,442681,-664,725454
3366,66178,-2439,579076
4851,602517,-887,561754
9815,858741,3803,740476
356,802856,-3834,437530
5074,186401,-1367,345587
5086,860863,-2556,363874
2581,963768,-4917,291461
4918,110372,464,703287
9089,422355,7,332874
9521,972149,-3419,670501
6863,437300,2262,354599
7298,648549,-238,454731
1626,914468,-3898,574860
5731,539416,1521,279214
4161,689375,2978,554862
1860,337547,4500,440463
4735,753466,-3036,462797
5777,394562,-2448,547059
1285,442576,-2683,657180
4389,206863,-594,559183
4997,751343,1464,542938
4970,769650,-1812,551207
4719,96656,-779,349396
567,295624,-88,345176
7178,387100,3168,744139
7535,986603,774,635567
2219,69260,-1693,519281
6704,251423,-1444,611027
4976,272700,4110,735360
9941,560118,-293,354467
2447,296336,-4348,347694
7366,180343,4628,381804
9565,85250,2016,679745
4305,772968,-1721,332449
55,633669,-4463,647979
8616,866595,-423,520746
2796,974241,2614,266838
9551,658903,-4789,331662
5642,519955,-4399,379698
90,890553,565,410301
316,162980,-3380,468086
8855,95025,-547,386379
1808,584083,3090,421681
103,86126,3247,722723
3644,493447,4900,481687
8423,60133,2960,455824
545,848694,-902,389380
4966,258074,165,742886
7886,422555,4425,391857
345,130604,3104,281251
9332,283186,-2879,452990
2742,299214,-1429,476861
5959,149804,-1356,588982
715,153908,2085,342377
342,900577,-1906,562779
8864,400101,3970,687726
8608,559092,3855,591647
4788,652957,2413,471808
3400,177088,1187,254033
2523,102441,-4663,695127
7401,182159,3799,494955
1814,40488,-1730,559536
4762,33253,3530,425574
2007,322972,-3377,443176
9643,303482,1998,534309
6732,339776,-697,275146
8864,829326,-957,515507
6574,981707,-1925,417926
6689,837131,3308,336420
9936,941516,3255,718568
9965,319554,160,498634
5855,995363,3030,399285
1153,150256,-857,734364
1946,489124,312,506327
1789,689043,-203,289540
7733,123409,-639,470656
8112,661408,4772,252027
2367,417814,3969,634268
4846,220149,-4463,336666
3887,207047,-4021,293990
5213,816004,-582,290407
8814,684833,-4171,380271
7292,515153,86,408262
7864,557509,-88,635821
8281,320442,3999,390611
276,661526,-3483,532366
4826,111392,2642,683235
2602,966203,-1372,438712
130,857359,-1241,410840
5316,435427,-2689,734629
5495,144436,-4244,744810
938,569274,-4342,618557
9708,151782,-2896,415601
2206,945150,3020,347544
6182,883177,-637,302336
3528,567389,-4033,350914
1048,665701,3071,623985
1817,100868,-1620,338957
3172,410200,2792,720369
4336,699165,-356,533500
8938,101804,2389,444124
9066,696497,-4262,742093
1877,36638,-3350,295396
2052,772799,3482,679784
752,41900,4057,297192
1191,595661,-4443,732479
7880,484748,2120,385588
1128,51382,-4862,357693
6500,494992,389,705774
8160,191698,-3850,420909
9973,679307,1687,344053
640,541494,3530,627021
9557,868945,1145,256572
5557,801768,-905,642189
9876,600965,3650,513376
7400,955013,2136,498371
9088,469643,-1203,531735
8920,685058,-3207,364751
5951,474055,-3935,741748
6443,669472,4795,285804
9602,771179,-2333,699938
4818,462615,2828,392108
5787,636502,2224,422863
3223,54033,3082,446523
9660,588509,-1717,408262
4979,32007,-251,365529
1434,698634,-3753,311096
688,526986,-4259,311052
4323,786294,-1922,693100
1961,414702,-2097,679730
7578,526201,-4538,492761
3756,484172,2788,336438
9225,294908,3740,524024
7067,445347,3884,599102
6549,342900,-4744,575611
8150,93438,-3280,711180
1202,204547,4213,358867
8972,907971,-2627,495919
9516,978475,1205,330630
981,872892,-4304,352735
9252,559806,-3563,284475
9569,707563,-358,414216
7000,371054,-4876,365778
1224,464811,1987,612775
7458,652098,439,498659
7861,950098,-2332,730187
3277,427478,4919,350760
4632,168635,-474,628183
1551,554929,-2847,469839
7315,300096,-4130,498559
7076,624818,-3440,602875
2217,674434,3251,721549
5199,305375,-3253,575432
9746,267485,541,556511
4060,186599,4727,341308
4385,141693,-1286,576960
8231,313207,2985,618458
1001,370782,2204,496510
3393,797359,4,482715
1974,50323,-1717,411968
8382,843579,2256,536860
5600,475798,2201,287043
2626,405777,3532,612783
4701,107018,-735,526252
1956,205306,-1757,717484
6381,474034,-4964,293835
9662,560050,-4835,650366
7458,681462,491,611957
1070,606840,-3044,493221
10,188942,-3024,413097
4926,469239,-4548,737098
7444,260956,690,695572
8525,43504,1214,281133
1449,175241,3284,582229
7664,203002,89,657109
937,697226,-4178,396260
6305,521662,1202,398364
9714,462947,-42,354059
9286,314244,-4143,514503
2921,664695,-3241,567055
880,962779,-1921,434306
1234,272066,-298,278463
4258,779965,626,728556
8312,238240,-309,257888
3747,201316,-401,638327
6802,459124,-3082,294222
4615,998552,-86,508307
1206,476780,3134,503756
5582,703002,3775,434906
2913,695154,2202,663840
2498,323490,-1936,691634
8857,454810,-2598,534071
4450,27017,2288,559284
6164,400768,4540,406951
7202,682126,3778,367768
7715,740143,4419,517025
9051,953513,1191,450529
5206,458844,480,491823
8520,479481,3443,710247
6145,618898,3678,277391
2465,567308,1838,296216
3111,964771,1215,517350
2150,858953,1698,570385
8408,511545,2922,689907
7962,469676,4088,743389
7322,438173,3338,332521
2928,399900,2681,616241
5715,58654,3826,546806
7722,736621,-4070,327978
3653,103312,3477,706600
66,311134,2048,299729
8132,974890,46,683961
5674,248509,452,334472
4639,873754,1559,281765
1732,43888,-2673,589151
1436,41838,2879,588025
1357,811913,371,322644
3534,796167,562,649377
908,782149,3945,314832
1523,692028,-4082,284278
6046,356207,3069,588069
6866,296876,-138,463704
2830,160286,-2047,580835
5915,698567,4643,616866
1843,509578,-1074,697539
1714,952743,-4627,394355
536,754501,676,567851
7664,93781,-1553,612356
5626,408953,550,595443
2533,338452,-1850,593993
670,584996,3404,566453
2841,368098,-3296,450618
9171,985329,-998,332654
8986,784069,-3071,661515
1206,215103,-31,641238
620,875337,4928,567313
3984,953973,4613,621422
1681,320245,-3095,749320
6352,173068,-318,348510
3499,956774,-984,365739
3287,585079,-1322,325889
8645,695079,1464,737858
3888,769369,3699,510852
1507,733131,-3677,423781
6714,205144,-1301,439406
6469,572856,2828,581093
8041,182798,-164,734401
3510,903904,-4162,673470
2235,764374,706,684863
2377,484085,-3259,492997
8936,977590,-380,468624
830,598422,-4874,679983
5156,39586,-286,700787
5839,85455,-3428,508133
8207,63363,-95,568165
3496,182183,-396,536054
3580,526341,1409,254396
6503,355725,3007,534739
2111,209030,-1989,675360
9435,890504,-590,407487
4429,81204,-920,588221
4406,637970,-4609,558193
8803,896208,3832,261059
2792,393442,-2008,307125
8422,295716,-3247,371672
913,98739,-2641,577912
6825,113050,-2966,749521
8045,579969,-388,628767
6573,240576,-387,458692
266,692767,3877,446346
9212,766774,-1996,376042
1377,231295,-37,717872
8463,770158,4572,676551
7437,669712,3200,530649
1522,559993,-1272,264739
9051,131674,-3671,621385
5105,674499,1204,632293
8304,28701,-1259,554332
2975,708404,-2138,429024
8412,958133,4598,647772
6708,565011,105,378964
9976,820618,-3621,333318
4783,995952,4536,303348
3523,319858,-4494,290383
4517,63131,3600,641463
8168,324690,2739,661294
7307,743735,701,362039
7408,422698,-39,455101
8373,197473,-4041,379719
4894,898475,-708,310713
3155,50588,-3509,720427
6886,675437,-1003,342709
1290,209646,874,411107
6099,659829,3677,659150
3622,886867,-1768,322357
4435,501721,2939,415483
2644,646263,-3153,738413
2715,616193,1833,334812
2662,831919,1471,403418
2491,208295,-2859,631393
7149,348744,-1313,605208
2508,913461,2874,596046
9182,412544,3113,476735
2388,643784,4769,345570
4642,911910,3698,689341
644,730110,-4713,617395
1957,965660,3696,337769
5767,420026,2354,734301
2970,602642,-2236,609753
8706,557178,-1091,302882
634,458210,-2597,568809
7193,154710,-200,527151
6908,601804,-455,535831
3174,92398,4917,349320
1257,655990,82,499195
4683,859425,4691,278037
5322,478584,668,279814
6149,217541,1688,746828
5893,787948,-3510,320878
6372,117123,-185,554916
4885,478886,-3907,662091
4585,662691,-1452,299766
4361,688182,-298,334954
7869,400164,-2260,449772
6526,461035,-2701,311431
5600,601488,2956,623994
3005,223405,525,417984
1674,410398,-1434,594635
827,745950,1273,541129
4689,421065,2307,658068
6843,336944,3562,279234
7790,697823,3957,548084
3186,389757,-3503,499551
4809,659988,1324,532633
7208,158339,3387,352768
5900,574480,4389,578954
7127,744514,-1651,629871
4464,714787,2270,616213
1576,613052,-1026,255932
1744,463131,1219,282672
8505,742145,1657,446198
7994,642137,-4059,264054
5708,535121,3911,482898
5602,849042,2058,665215
7192,723163,-2393,736631
5992,591816,-4588,483034
8428,412745,4989,728828
3220,40504,-524,424508
9042,989182,-781,642818
2449,956169,-1035,600124
9863,714255,-2732,402838
8932,23968,2100,475080
2509,746831,4381,389206
6641,385708,-934,607111
5812,720080,3604,494486
1498,821240,-4100,683594
3975,163869,-4659,677477
3522,290931,-945,493315
1836,778103,-1219,329595
8820,46906,339,457091
6667,570390,-2945,618063
1090,925217,-4105,636210
5651,398353,4352,553279
3815,989032,3074,448498
9531,462963,-1249,428154
1283,704995,-508,427847
8356,158497,-3803,481162
3822,65731,-3208,596077
1138,692355,1736,268994
6157,700020,-2071,277780
8288,578648,-3649,449473
3387,714067,1267,284931
8435,859869,2043,366656
7741,415045,-197,507097
5888,938208,-39,330869
2888,466200,-3974,292048
9200,551028,-225,282840
3104,574061,4707,714126
1229,445955,-4548,298052
1573,174315,-1004,626514
2362,981274,-1473,577681
8086,884061,776,713814
819,156205,-2104,297978
9653,197993,3285,301374
3809,716653,-1207,424821
6897,377770,-2352,264163
2610,787054,-3007,355422
3091,580982,2482,313584
9703,817145,1758,683307
424,173974,3048,744515
4397,232953,-1942,524656
5025,113250,-1097,269478
9498,856065,-916,736359
7585,488125,4714,311115
9651,732824,-1999,721506
5581,926903,4589,517732
2222,683249,-3659,732941
6988,479986,-683,345465
6441,210461,-2767,343537
8309,792237,-2658,397198
4944,323097,3343,747142
6738,358168,-4824,661811
7656,160781,-1372,685383
7116,478369,1668,747574
2537,562361,4833,707322
6683,855922,2786,699427
4749,963545,3669,312560
8477,723663,-991,523466
7283,473869,-1852,739645
1319,319698,2053,748779
7584,315345,-4334,367094
3427,484298,4989,511269
5165,275584,819,368306
9925,947171,2198,491412
4716,325514,92,561330
3722,581753,136,636748
2725,121216,287,444042
1268,882279,-598,495421
1930,270539,-4224,614940
2193,573125,-220,540462
5640,331373,199,302132
